subVikingCharge01|Power Charge|Рывок мощи
subDescVikingThrow14|When thrown monster lands it shocks the ground multiple times with increased damage.|При приземлении брошенный монстр несколько раз сотрясает землю, нанося увеличенный урон.
||
subVikingZeal01|Rapid Striking|Быстрые удары
subVikingZeal02|Fatal Blows|Смертоносные удары
subVikingZeal03|Weapon Marksman|Мастер метания
subVikingZeal04|Brutal Slashes|Жестокие порезы
subVikingZeal05|Axes, More Axes!|Топоров! Еще топоров!
subVikingZeal06|Slicing Perfection|Искусство нарезки
subVikingZeal07|Hemorrhaging Blows|Кровавые раны
subVikingZeal08|Bleeding Out|Обильная кровопотеря
subVikingZeal09|Finish Them!|Прикончи их!
subVikingZeal10|Cleaving Zeal|Рассекающее рвение
subVikingZeal11|Throwing Fury|Ярость метания
subVikingZeal12|Blood Ripple|Кровавая рябь
subVikingZeal13|Sundering Strikes|Разрывающие удары
subVikingZeal14|Zealing Blow|Удар рвения
subDescVikingZeal01|Increases the amount of attacks done by zeal.|Увеличивает количество атак «Рвения».
subDescVikingZeal02|Increases the damage dealt by zeal.|Увеличивает урон «Рвения».
subDescVikingZeal03|Zeal now works with throwing weapons gaining increased attack range and damage.|«Рвение» теперь работает с метательным оружием, увеличивая дальность атаки и урон.
subDescVikingZeal04|Increases critical strike damage dealt by zeal.|Увеличивает критический урон «Рвения».
subDescVikingZeal05|Chance to summon an orbiting axe around the target on hit.|Дает шанс призвать вращающийся топор вокруг цели при попадании.
subDescVikingZeal06|Increases attack rating when using zeal.|Увеличивает рейтинг атаки при использовании «Рвения».
subDescVikingZeal07|Chance to inflict bleeding on hit.|Дает шанс вызвать кровотечение при попадании.
subDescVikingZeal08|Increases damage dealt to bleeding targets.|Увеличивает урон по истекающим кровью целям.
subDescVikingZeal09|Zeal now executes targets below a certain percentage of life.|«Рвение» теперь казнит цели, чей уровень здоровья ниже определенного порога.
subDescVikingZeal10|Zeal now always hits multiple targets with increased attack area of effect.|«Рвение» теперь всегда поражает несколько целей с увеличенной областью атаки.
subDescVikingZeal11|Zeal now throws multiple projectiles with increased damage when using throwing weapons.|При использовании метательного оружия «Рвение» теперь выпускает несколько снарядов с увеличенным уроном.
subDescVikingZeal12|Each strike has a chance to unleash a ripple of blood dealing area of effect damage.|Каждый удар может вызвать волну крови, наносящую урон по области.
subDescVikingZeal13|Zeal inflicts stacking armor break on the target increasing with each strike.|«Рвение» накладывает на цель суммирующееся пробивание брони, которое усиливается с каждым ударом.
subDescVikingZeal14|Your last zeal strike deals increased damage stunning the target taunting nearby monsters.|Последний удар «Рвения» наносит увеличенный урон, оглушает цель и провоцирует ближайших монстров.
||
ubVikingYmirsChampion01|Viking´s Carnage|Жатва викинга
subVikingYmirsChampion02|Raging Sustain|Яростная закалка
subVikingYmirsChampion03|Slashing Cleavers|Рассекающие тесаки
subVikingYmirsChampion04|Rimeforged Hatchet|Хладокованный топор
subVikingYmirsChampion05|Ymir´s Focus|Концентрация Имира
subVikingYmirsChampion06|Expanding Territory|Расширение границ
subVikingYmirsChampion07|Rapid Spinning|Быстрое вращение
subVikingYmirsChampion08|Frosted Blow|Ледяной удар
subVikingYmirsChampion09|Rending Hatchet|Разрывающий топор
subVikingYmirsChampion10|Power of Multitude|Сила множества
subVikingYmirsChampion11|Collateral Damage|Сопутствующий ущерб
subVikingYmirsChampion12|Chainslicing Tomahawk|Цепной томагавк
subVikingYmirsChampion13|Scattering Battlegear|Разбросанное снаряжение
subVikingYmirsChampion14|Shattering Axes|Раскалывающиеся топоры
subDescVikingYmirsChampion01|Increases the damage dealt by ymir's champion.|Увеличивает урон «Чемпиона Имира».
subDescVikingYmirsChampion02|Increases the duration of axes.|Увеличивает время действия топоров.
subDescVikingYmirsChampion03|Increases the size of axes.|Увеличивает размер топоров.
subDescVikingYmirsChampion04|Increases damage dealt to frozen targets.|Увеличивает урон по замороженным целям.
subDescVikingYmirsChampion05|Increases attack rating when using ymir's champion.|Увеличивает рейтинг атаки при использовании «Чемпиона Имира».
subDescVikingYmirsChampion06|Increases the orbit radius of axes.|Увеличивает радиус вращения топоров.
subDescVikingYmirsChampion07|Increases the projectile speed of axes.|Увеличивает скорость полета топоров.
subDescVikingYmirsChampion08|Chance to unleash an ice nova on hit.|Дает шанс вызвать кольцо холода при попадании.
subDescVikingYmirsChampion09|Increases critical strike damage dealt by ymir's champion.|Увеличивает критический урон «Чемпиона Имира».
subDescVikingYmirsChampion10|Increases axes amount but damage dealt is split between axes summoned.|Увеличивает количество топоров, но наносимый урон разделяется между ними.
subDescVikingYmirsChampion11|Whenever the axes hit a target they send another piercing axe outwards in a straight line towards the target.|При попадании топоры выпускают еще один пронзающий топор, летящий сквозь цель.
subDescVikingYmirsChampion12|Axes now chain through monsters and then return back to you dealing damage to monsters in its path.|Топоры теперь поражают монстров по цепочке и возвращаются к вам, нанося урон всем на пути.
subDescVikingYmirsChampion13|Axes now fly into a random spot in a cone in front of you and start spinning on the ground dealing increased damage.|Топоры теперь летят в случайную область перед вами и вращаются на земле, нанося увеличенный урон.
subDescVikingYmirsChampion14|At the end of their duration the axes shatter into weapon shards dealing additional damage.|По истечении времени действия топоры разлетаются на осколки, наносящие дополнительный урон.
||
subVikingWhirlwind01|Sharp Winds|Режущие ветры
subVikingWhirlwind02|Wounding Spin|Ранящее вращение
subVikingWhirlwind03|Deadly Blow|Смертельный удар
subVikingWhirlwind04|Typhoon|Тайфун
subVikingWhirlwind05|Airborne Debris|Летящие осколки
subVikingWhirlwind06|Cycloning Step|Шаг циклона
subVikingWhirlwind07|Second Wind|Второе дыхание
subVikingWhirlwind08|Burning Air|Раскаленный воздух
subVikingWhirlwind09|Trail of Fire|Огненный след
subVikingWhirlwind10|Scorching Heat|Испепеляющий зной
subVikingWhirlwind11|Sharpened Blades|Заточенные лезвия
subVikingWhirlwind12|Detonation|Детонация
subVikingWhirlwind13|Negative Pressure|Зона разрежения
subVikingWhirlwind14|Airborne|Подбрасывание
subDescVikingWhirlwind01|Increases attack rating when using whirlwind.|Увеличивает рейтинг атаки при использовании «Вихря».
subDescVikingWhirlwind02|Increases the damage dealt by whirlwind.|Увеличивает урон «Вихря».
subDescVikingWhirlwind03|Increases critical strike damage when using whirlwind.|Увеличивает критический урон при использовании «Вихря».
subDescVikingWhirlwind04|Increases the area of effect radius of whirlwind.|Увеличивает радиус области действия «Вихря».
subDescVikingWhirlwind05|Increases the critical strike chance when using whirlwind.|Увеличивает шанс критического удара при использовании «Вихря».
subDescVikingWhirlwind06|Increases your movement speed while using whirlwind.|Увеличивает скорость передвижения во время использования «Вихря».
subDescVikingWhirlwind07|Chance on hit to unleash a twister.|Дает шанс призвать смерч при попадании.
subDescVikingWhirlwind08|Chance on hit to inflict burning dealing damage based on your total attack speed.|Дает шанс наложить горение при попадании; урон зависит от вашей общей скорости атаки.
subDescVikingWhirlwind09|Leave a trail of fire behind you inflicting monsters with burning.|Вы оставляете за собой огненный след, поджигающий монстров.
subDescVikingWhirlwind10|Increases damage dealt to burning targets.|Увеличивает урон по горящим целям.
subDescVikingWhirlwind11|Greatly increases area of effect radius dealing increased damage at the outer edge.|Значительно увеличивает радиус области действия; на внешнем краю наносится повышенный урон.
subDescVikingWhirlwind12|Store damage dealt to monsters unleashing it when whirlwind ends dealing damage on a large radius around you.|Накапливает урон, нанесенный монстрам, и высвобождает его по окончании «Вихря», нанося урон в большом радиусе вокруг вас.
subDescVikingWhirlwind13|monsters at the edge of the whirlwind radius are sucked within the whirlwind.|Затягивает монстров с края области действия «Вихря» в центр.
subDescVikingWhirlwind14|Knock monsters high into air causing them to take increased damage upon landing.|Высоко подбрасывает монстров в воздух, заставляя их получать увеличенный урон при приземлении.
||
subVikingShockwave01|Richter Scale|Шкала Рихтера
subVikingShockwave02|Earth Shaker|Сотрясатель земли
subVikingShockwave03|Ground Fissure|Трещина в земле
subVikingShockwave04|Shocking Crust|Сотрясающая кора
subVikingShockwave05|Multi Trail|Множественный след
subVikingShockwave06|Cracked Earth|Расколотая твердь
subVikingShockwave07|Meteorology|Вестник метеоров
subVikingShockwave08|Duck and Cover|В укрытие!
subVikingShockwave09|Afterquake|Повторный толчок
subVikingShockwave10|Land Mass|Земной массив
subVikingShockwave11|Trembling Trail|Дрожащий след
subVikingShockwave12|Cataclysmic Smash|Катаклизм
subVikingShockwave13|Forking Crust|Разветвленная кора
subVikingShockwave14|Earthen Maelstrom|Земляной водоворот
subDescVikingShockwave01|Increases shockwave travel distance.|Увеличивает дальность прохождения «Ударной волны».
subDescVikingShockwave02|Increases the damage dealt by shockwave.|Увеличивает урон «Ударной волны».
subDescVikingShockwave03|Chance on hit to knockup monsters dealing additional damage.|Дает шанс при попадании подбросить монстров в воздух, нанося дополнительный урон.
subDescVikingShockwave04|Increases critical strike damage dealt by shockwave.|Увеличивает критический урон «Ударной волны».
subDescVikingShockwave05|Adds an additional trail but decreases damage dealt by each shockwave.|Добавляет дополнительный след, но снижает урон каждой отдельной волны.
subDescVikingShockwave06|Chance to inflict armor break on hit.|Дает шанс вызвать пробивание брони при попадании.
subDescVikingShockwave07|Chance on hit to drop a meteor on the target dealing additional damage.|Дает шанс обрушить метеор на цель при попадании, нанося дополнительный урон.
subDescVikingShockwave08|Increases damage dealt to stunned targets.|Увеличивает урон по оглушенным целям.
subDescVikingShockwave09|Chance on cast to unleash an additional shockwave.|Дает шанс при касте выпустить дополнительную «Ударную волну».
subDescVikingShockwave10|Increases the area of effect radius of shockwave.|Увеличивает радиус области действия «Ударной волны».
subDescVikingShockwave11|Smash the ground in front of you creating a shockwave that travels a short distance and then splits into all directions.|Удар по земле перед собой создает ударную волну, которая проходит небольшое расстояние и расходится во всех направлениях.
subDescVikingShockwave12|Smashing the ground now creates shockwaves in every direction. Shockwave now has a cooldown.|Удар по земле теперь создает ударные волны во всех направлениях. «Ударная волна» теперь имеет время восстановления.
subDescVikingShockwave13|Each wave has a chance to fork into a new trail.|Каждая волна может разделиться на несколько новых путей.
subDescVikingShockwave14|Shockwaves twirl outwards around you dealing increased damage.|Ударные волны расходятся вокруг вас по спирали, нанося увеличенный урон.
||
subVikingBerserk01|Insanity|Безумие
subVikingBerserk02|Restless Feet|Неутомимые ноги
subVikingBerserk03|Dual Swing|Двойной замах
subVikingBerserk04|Fearless Focus|Бесстрашная концентрация
subVikingBerserk05|Brutalize|Зверство
subVikingBerserk06|Axe Throw|Метание топора
subVikingBerserk07|Bursting Madness|Взрывное безумие
subVikingBerserk08|Berserker´s Reach|Размах берсерка
subVikingBerserk09|Heavy Hitter|Тяжелый удар
subVikingBerserk10|Bring Me Another One!|Подай следующего!
subVikingBerserk11|Berserker´s Insanity|Бешенство берсерка
subVikingBerserk12|Deadly Advantage|Смертельное преимущество
subVikingBerserk13|GRAAAAAGH!|ГРАААААГХ!
subVikingBerserk14|Giant´s Grasp|Хватка великана
subDescVikingBerserk01|Increases the damage dealt by berserk.|Увеличивает урон «Берсерка».
subDescVikingBerserk02|Increases the movement speed bonus from berserk.|Увеличивает бонус к скорости передвижения от «Берсерка».
subDescVikingBerserk03|Chance on attack to perform an additional attack.|Дает шанс провести дополнительную атаку при нападении.
subDescVikingBerserk04|Increases attack rating when using berserk.|Увеличивает рейтинг атаки при использовании «Берсерка».
subDescVikingBerserk05|Chance to strike the monster with force causing pieces of it to scatter around and damage nearby targets.|Дает шанс ударить монстра с такой силой, что его части разлетятся во все стороны и нанесут урон ближайшим целям.
subDescVikingBerserk06|Chance on hit to throw a piercing axe towards your target inflicting armor break to all monsters hit.|Дает шанс при попадании метнуть пронзающий топор, который вызывает пробивание брони у всех задетых целей.
subDescVikingBerserk07|Every strike now stacks to an additional buff unleashing a powerful area of effect pulse when reaching max stacks.|Каждый удар теперь дает дополнительный эффект; при достижении максимума зарядов происходит мощный импульс урона по области.
subDescVikingBerserk08|Chance on berserk attack to increase its area of effect.|Дает шанс увеличить область действия атаки «Берсерка».
subDescVikingBerserk09|Increases critical strike damage dealt when using berserk.|Увеличивает критический урон при использовании «Берсерка».
subDescVikingBerserk10|Pull nearby monsters to the targets corpse on kill.|При убийстве притягивает ближайших монстров к трупу цели.
subDescVikingBerserk11|Increases berserk stat bonuses and max stacks.|Увеличивает бонусы к характеристикам от «Берсерка» и максимальное количество зарядов.
subDescVikingBerserk12|Berserk no longer requires a melee weapon dealing increased damage.|Для «Берсерка» больше не требуется оружие ближнего боя; наносимый урон увеличен.
subDescVikingBerserk13|Every time you reach full stacks unleash a trembling pulse dealing increased damage scaling with full stat scaling consuming all stacks.|При достижении максимума зарядов вы испускаете дрожащий импульс, наносящий увеличенный урон (зависит от характеристик) и поглощающий все заряды.
subDescVikingBerserk14|Increases the power of attack damage from berserk stacks lowering attack speed scaling.|Увеличивает силу урона за каждый заряд «Берсерка», но снижает масштабирование скорости атаки.
